article_id,title,year,issue,volumn_page,pdf_url,doi
37a2b2c0-f5ee-4fb0-88e3-300a19db6351,美斯地浓磷脂复合物大鼠体内药代动力学研究,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=37a2b2c0-f5ee-4fb0-88e3-300a19db6351,
ae4672aa-f416-4460-88f8-e0778d90ec66,小鼠乳腺癌动物模型中调节性T细胞的动态检测及其实验意义,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=ae4672aa-f416-4460-88f8-e0778d90ec66,
4e65cc68-b532-4929-abe4-ef98bcea50e5,胱抑素C在评价2型糖尿病患者颈动脉粥样硬化中的作用,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=4e65cc68-b532-4929-abe4-ef98bcea50e5,
8fbe1431-d2c1-4ef9-ac4c-91099f195b5b,性别、年龄、肾功能、代谢参数及所患疾病对患者血清胱抑素C浓度的影响,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=8fbe1431-d2c1-4ef9-ac4c-91099f195b5b,
e1e5a7f5-d6d9-4906-99f3-a5f7a68b8a41,脑源性神经营养因子与脑缺血肺水肿,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=e1e5a7f5-d6d9-4906-99f3-a5f7a68b8a41,
0de8a314-035b-4874-ae5a-8eb1c063c8d2,脑缺血肺损伤大鼠肺组织中脑源性神经营养因子的表达变化,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=0de8a314-035b-4874-ae5a-8eb1c063c8d2,
86a8a2d3-b365-4f8c-9182-4d56716cd29f,脑缺血肺损伤大鼠肺组织trkB的表达变化,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=86a8a2d3-b365-4f8c-9182-4d56716cd29f,
0d3cf693-83d4-407e-a787-47296b62781d,脑缺血大鼠肺组织中MEK的表达变化,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=0d3cf693-83d4-407e-a787-47296b62781d,
24e30f9b-5709-4ff7-8f90-81ca4863ee2e,脑缺血大鼠肺组织中IL-6的表达变化,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=24e30f9b-5709-4ff7-8f90-81ca4863ee2e,
1c614cb5-670c-405e-83c9-f47d7cbb6524,脑缺血大鼠肺组织中IL-1β的表达变化,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=1c614cb5-670c-405e-83c9-f47d7cbb6524,
faaa8c68-42a7-49af-8a14-172acbcb91d1,脑缺血肺损伤大鼠肺组织TNF-α的表达变化,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=faaa8c68-42a7-49af-8a14-172acbcb91d1,
8bb0cde9-0fc1-488f-aadf-13a632f7de26,BDNF对脑缺血肺损伤大鼠肺组织IL-1β表达的影响,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=8bb0cde9-0fc1-488f-aadf-13a632f7de26,
d481d2ce-1240-459a-a862-ae2c3bb1522d,BDNF抗体封闭对大鼠脑缺血损伤肺组织IL-6表达的影响,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=d481d2ce-1240-459a-a862-ae2c3bb1522d,
77e42dba-6722-4c93-b55b-ca5736b0dea5,BDNF对脑缺血大鼠肺组织MEK表达的调节,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=77e42dba-6722-4c93-b55b-ca5736b0dea5,
9ecb6221-7a0d-4433-9fc9-4602a0305534,治疗性超声介导微泡破裂促进大鼠体内肌肉基因转染的参数优化实验研究,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=9ecb6221-7a0d-4433-9fc9-4602a0305534,
de4dac5d-793d-45b5-93fc-480ce161e84d,转运体介导的肾靶向雷公藤内酯醇前体药物TPS-L-Carnitine的合成及体外细胞摄取研究,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=de4dac5d-793d-45b5-93fc-480ce161e84d,
110ed6af-fefc-4a1a-97f4-c631ca5d2b48,磁共振延迟增强成像在疑诊心脏淀粉样变患者中的应用,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=110ed6af-fefc-4a1a-97f4-c631ca5d2b48,
8b7cc711-5879-4525-a3ca-f439058b8d5b,IgA肾病合并高血压的临床病理特征,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=8b7cc711-5879-4525-a3ca-f439058b8d5b,
dda8da48-382f-4056-9b80-448b7fbbf7dd,Fabry病一家系临床调查及α-半乳糖苷酶A基因突变研究,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=dda8da48-382f-4056-9b80-448b7fbbf7dd,
375d849e-22a0-4423-b926-a0073ce773df,肺门型Castleman病4例报告,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=375d849e-22a0-4423-b926-a0073ce773df,
