article_id,title,author,issue_url,pdf_url
10.1016/j.bsheal.2025.05.001,"Spatiotemporal patterns and influencing factors of genotypic resistance testing utilization
                     among people living with HIV: A 10-year retrospective analysis at a tertiary care
                     hospital in Beijing, China (2014-2023)","Defu Yuan,Fei Zhao,Shanshan Liu,Li Li,Hongxia Yan,Lifeng Liu,Tong Zhang,Christiane Moog,Bei Wang,Bin Su",https://mednexus.org/toc/bsh/07/03,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.05.001?download=true
10.1016/j.bsheal.2025.05.005,"IncRNA IPAN antagonizes RIG-I/TRIM25-mediated degradation of influenza A virus PB1
                     to promote viral replication","Tingting Sun,Shumin Chen,Rui Zhou,Saisai Guo,Yilu Ye,Jingyi Qiu,Xiaoyu Li,Shan Cen,Jing Wang",https://mednexus.org/toc/bsh/07/03,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.05.005?download=true
10.1016/j.bsheal.2025.03.005,"Longitudinal analysis of cytokine dynamics in severe fever with thrombocytopenia syndrome
                     patients — High-incidence regions of China (2010-2023)","Yanhan Wen,Yeqing Tong,Lei Gong,Aqian Li,Xiaoxia Huang,Tingting Tian,Tiezhu Liu,Lina Sun,Jiandong Li,Dexin Li,Mifang Liang,Wei Wu,Jiabing Wu,Shiwen Wang",https://mednexus.org/toc/bsh/07/02,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.03.005?download=true
10.1016/j.bsheal.2025.03.004,Detecting and classifying metabolic activity ofStaphylococcus aureusby D2O-probed single-cell Raman spectroscopy and machine learning,"Li Liu,Bing Feng,Yang Song,Taijie Zhan,Dongxin Liu,Jia Ding,Xiaohui Song,Jian Xu,Duochun Wang,Qiang Wei",https://mednexus.org/toc/bsh/07/02,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.03.004?download=true
10.1016/j.bsheal.2025.03.001,Detection of the mpox virus using a robust recombinase-aided amplification-based approach,"Meihui Luo,Yuanchun Shan,Xin Zhang,Hua Ling,Li Zhao,Baoying Huang,Changcheng Wu,Ruhan A,Yao Deng,Hua Zhao,Wen Wang,Jiao Ren,Fei Ye,Baisheng Li,Xianda Yang,Huijuan Wang,Weibang Huo,Yuqian Zhai,Yize Han,Houwen Tian,Roujian Lu,Wenling Wang,Wenjie Tan",https://mednexus.org/toc/bsh/07/02,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.03.001?download=true
10.1016/j.bsheal.2025.03.003,Host factor Rab4b promotes the replication of influenza A virus,"Yilu Ye,Tingting Sun,Saisai Guo,Jianyuan Zhao,Xiaoyu Li,Jing Wang,Shan Cen",https://mednexus.org/toc/bsh/07/02,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.03.003?download=true
10.1016/j.bsheal.2025.03.006,Exploring potential biosafety implications in DNA information storage,"Shangzhe Li,Yue Shi,Jing Yang,Haizhou Liu,Lijia Jia,Di Liu",https://mednexus.org/toc/bsh/07/02,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.03.006?download=true
10.1016/j.bsheal.2025.03.007,"Development of an in-house dual RT-qPCR assay for detecting SFTSV and Hantaan virus
                     simultaneously","Xiaoyu Xue,Youde Liu,Chuan Song,Tingting Liu,Zishuai Liu,Wenjing Niu,Zhouling Jiang,Yanli Xu,Yuanyuan Zhang,Ling Lin,Zhihai Chen",https://mednexus.org/toc/bsh/07/02,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.03.007?download=true
10.1016/j.bsheal.2025.03.002,An infant brucellosis meningitis caused byBrucellastrain,"Guowu Shen,Xiaohua Zhao,Jie Chen,Xuehui Zhang,Xin Wang,Zhiguo Liu,Zhenjun Li,Canjun Zheng",https://mednexus.org/toc/bsh/07/02,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.03.002?download=true
10.1016/j.bsheal.2025.01.006,Targeting anti-virulence factor strategies of bacterial pathogens,"Jiashu Li,Tianyuan Jia,Liang Yang",https://mednexus.org/toc/bsh/07/01,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.01.006?download=true
